Years;SCH15;STO15;WIL16;BCC;CCSM;GISS;IPSL;MPI
1925;0.0210;;-0.0620;0.0096;-0.1772;0.0173;-0.0188;-0.3268
1926;0.1646;;-0.1558;-0.3075;-0.1313;0.2818;-0.1573;-0.0250
1927;0.3036;;-0.1401;-0.0671;-0.4097;-0.0001;-0.0164;0.0195
1928;0.3502;;-0.0463;-0.5680;0.5144;0.0051;-0.1259;0.0679
1929;-0.0100;;-0.3277;-0.4472;-0.4759;0.0978;-0.4523;-0.2705
1930;0.4640;;0.4070;-0.3771;-0.4240;0.0587;-0.1789;-0.3153
1931;0.1702;;-0.2496;-0.1664;-0.1952;0.0775;-0.1809;-0.3983
1932;0.3029;;-0.2339;-0.3531;0.2822;0.0420;-0.0118;-0.3063
1933;0.1923;;-0.0307;0.1388;-0.4862;-0.0676;-0.0014;0.0754
1934;0.1439;;-0.0620;-0.0032;-0.2695;0.1427;-0.2922;-0.0777
1935;0.1827;;0.0631;-0.2774;-0.2274;-0.1267;-0.1613;-0.0718
1936;0.1370;;-0.0776;0.1232;-0.1305;0.1401;-0.3715;-0.1888
1937;0.2523;;0.1256;0.1655;-0.0747;0.2531;-0.2660;-0.1963
1938;0.3145;;0.0943;0.1004;-0.0811;0.2900;-0.0624;-0.3190
1939;0.2489;;0.1256;-0.4554;0.3243;0.1620;-0.4089;-0.6219
1940;0.2547;;-0.0776;-0.4020;0.0186;-0.2252;-0.2181;0.2537
1941;0.0244;;-0.0463;-0.3242;-0.3006;-0.1455;-0.1110;-0.1627
1942;0.4632;;0.1569;-0.1610;-0.2484;-0.0037;0.0080;0.1274
1943;0.4594;;0.2194;0.2773;-0.2245;-0.0159;-0.0575;-0.1153
1944;0.0708;;0.1569;-0.2879;0.1577;0.0705;-0.2456;-0.3004
1945;0.4700;;0.2350;-0.0391;-0.0133;0.1802;0.1040;-0.3540
1946;0.1978;;0.4226;-0.3401;-0.0382;0.0240;0.0901;-0.5476
1947;0.1030;;-0.0776;-0.1225;0.0810;-0.1345;0.2688;-0.2532
1948;0.3303;;0.4539;-0.3119;-0.1949;0.2581;-0.2855;-0.1569
1949;0.1106;;-0.1089;0.0531;-0.2077;0.5013;0.6693;-0.3630
1950;0.3893;;0.4695;-0.3555;-0.2096;0.3242;0.1393;-0.1788
1951;0.2970;;0.3132;0.0195;-0.0434;0.3801;0.0837;-0.1852
1952;0.1922;;0.1569;-0.3531;0.1311;0.1588;-0.1765;0.0372
1953;0.6158;;0.2663;-0.0985;-0.1535;0.0999;-0.0753;-0.0572
1954;0.3167;;0.3445;-0.4604;-0.0675;0.0007;-0.2255;-0.2298
1955;0.2564;;0.4539;-0.4126;0.2027;0.2125;-0.3245;0.1487
1956;0.1925;;-0.2183;-0.2901;0.2922;0.0741;-0.1962;-0.0262
1957;0.0992;;-0.1089;-0.0691;-0.0797;0.0411;-0.0933;0.0294
1958;0.0061;;-0.0307;-0.2630;-0.0350;-0.0427;-0.2089;-0.1644
1959;0.1275;;0.0162;-0.1495;-0.0194;0.1457;-0.1313;-0.2539
1960;0.2125;;0.0162;0.0160;0.1361;-0.0359;0.1412;0.1815
1961;0.1465;;0.1412;-0.1162;0.0929;0.0484;-0.0279;-0.2615
1962;0.0897;;-0.0620;0.0903;-0.3232;-0.0137;-0.1432;-0.2798
1963;-0.0121;;0.0318;-0.1894;-0.6529;0.1255;-0.6286;0.0197
1964;0.0235;;-0.1245;-0.7121;-0.4458;-0.2626;-0.9038;-0.2414
1965;-0.0269;;-0.2339;-0.2306;-0.7441;-0.1889;-0.4824;-0.0378
1966;0.0648;;-0.0463;-0.0577;-0.3862;0.0345;-0.5616;0.0021
1967;0.0292;;-0.0307;-0.2272;-0.0633;-0.3744;0.0385;0.0554
1968;-0.2471;;-0.3277;0.0098;0.1257;-0.2101;-0.3758;-0.0840
1969;-0.2749;;-0.2965;-0.6857;-0.5663;-0.2920;-0.5830;-0.3776
1970;0.0206;;-0.1245;-0.2630;0.0939;0.0303;0.2381;-0.3433
1971;0.0059;;-0.2652;0.2471;-0.2144;0.0492;0.0495;0.0224
1972;-0.1062;;-0.4059;-0.2536;0.2079;0.0426;-0.0343;-0.2506
1973;0.0950;;-0.0307;-0.1704;-0.1161;0.0265;0.0690;0.1245
1974;0.1000;;0.0318;-0.1348;-0.2619;-0.1549;0.2167;-0.1784
1975;-0.3664;;-0.1870;-0.2507;0.1430;0.0863;-0.0346;-0.2478
1976;-0.1224;;-0.1245;-0.3311;-0.2118;0.0798;0.0444;-0.2174
1977;0.0528;;0.1100;-0.1949;-0.0590;0.0132;-0.0383;0.0326
1978;-0.1931;;-0.1558;-0.2478;0.0325;0.1875;0.1558;0.2340
1979;0.1017;;0.1881;-0.0378;0.0975;0.1941;0.2731;0.2015
1980;0.0412;;0.2819;0.2960;0.2769;0.4301;0.1490;0.4618
1981;0.1374;;-0.0151;0.2312;0.4618;0.1184;0.2260;0.3748
1982;0.0343;;0.1256;0.1030;0.1171;-0.0848;-0.1860;0.3068
1983;-0.0744;;0.0787;-0.0395;-0.2001;-0.8245;-0.3226;-0.2699
1984;-0.3089;;0.1100;0.0992;0.4491;-0.0288;0.0618;-0.1007
1985;0.0150;;0.2194;0.6334;0.2351;-0.0589;0.2490;0.0225
1986;0.0228;;0.2038;0.4578;0.1649;-0.0503;0.4919;0.1313
1987;-0.0737;;-0.1245;0.2706;0.0676;0.0399;0.3608;0.2906
1988;0.1401;;0.3288;0.4258;0.5655;0.1430;0.4755;0.2729
1989;0.2845;;0.4750;0.7746;0.7689;0.3344;0.6407;0.2430
1990;0.4008;;0.2289;0.5039;0.3449;0.5602;0.5825;0.0945
1991;0.2970;;0.0314;0.4940;0.7280;0.4987;0.4643;0.1141
1992;0.0752;;-0.1101;-0.4792;-0.7867;-0.1388;0.3747;-0.2092
1993;0.1205;;0.1385;0.0269;-0.1925;-0.0757;0.6414;0.1467
1994;0.4070;;0.5637;0.4772;0.6868;0.1595;0.3789;0.1337
1995;0.0156;;0.0360;0.4226;0.7400;0.2423;0.0136;0.1083
1996;-0.1413;;-0.0561;0.5286;0.5847;0.3118;0.9070;0.4750
1997;0.1865;;0.2148;0.4846;0.7566;0.5920;0.6206;0.7009
1998;0.2208;;0.4278;0.6399;0.8618;0.5310;1.2160;0.4884
1999;0.1140;;0.2359;0.7654;0.8590;0.7807;0.8646;0.5851
2000;0.2959;;0.4612;0.7756;1.0938;0.6654;1.0738;0.5668
2001;0.0993;;0.0760;1.0538;1.3524;1.1216;1.2154;0.6422
2002;0.2007;;0.3361;0.9140;0.7639;0.7071;1.1444;0.6860
2003;;;0.8664;1.1029;0.8760;0.8081;1.1070;0.8740
2004;;;0.5608;0.8683;0.9171;0.7539;1.0002;0.7565
2005;;;0.6941;1.1468;0.6185;0.7075;1.2474;1.1965
